Email ID,Sender,Email Summary,Issue Type,Ideal Reply
097,Help MocoQueen <help@mocoqueen.com>,"Dear Charles,  Thank you so much for reaching out to us, and I’m truly sorry to hear that the Gojo lenses you received are not the UV glowing version",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
098,Help MocoQueen <help@mocoqueen.com>,"Dear Rebecca,  Thank you for your prompt response! We have successfully added the lenses you selected to your order. [image: image.png]  We will proce",Shipping Delay,We apologize for the delay. Your package is in transit and we are monitoring it closely. Thank you for your patience.
099,Help MocoQueen <help@mocoqueen.com>,"Dear Katie,  Thank you so much for your decision to retain your order with us. We greatly appreciate your understanding and continued support!  As a t",Cancellation,Your order has been canceled as requested. A refund will be issued within 3-5 business days.
100,Help MocoQueen <help@mocoqueen.com>,"Dear Lea,  Thank you so much for your kind message, and we truly appreciate you taking the time to follow up with us.  We’ve taken another look into o",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
101,Help MocoQueen <help@mocoqueen.com>,"Dear Ramiyah,  Thank you so much for reaching out to us! We completely understand your concern, and we’re happy to confirm that we’ve received your or",Shipping Delay,We apologize for the delay. Your package is in transit and we are monitoring it closely. Thank you for your patience.
102,Help MocoQueen <help@mocoqueen.com>,"Dear Isaac,  We have updated the delivery address to the correct one as per your request. Please check the updated address to ensure everything is acc",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
103,Help MocoQueen <help@mocoqueen.com>,"Dear Malayia,  Thank you for reaching out to us!  We did send the receipt to the email address you provided, but sometimes these emails can accidental",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
104,Help MocoQueen <help@mocoqueen.com>,"Dear Mrs,  We have updated the delivery address to the correct one as per your request. Please check the updated address to ensure everything is accur",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
105,Help MocoQueen <help@mocoqueen.com>,"Dear Avery,  We have processed a refund for your order. The refund will be credited back to the original payment method used for your purchase.  Typic",Cancellation,Your order has been canceled as requested. A refund will be issued within 3-5 business days.
106,Help MocoQueen <help@mocoqueen.com>,"Dear Erika,  We have processed a refund for your order. The refund will be credited back to the original payment method used for your purchase.  Typic",Cancellation,Your order has been canceled as requested. A refund will be issued within 3-5 business days.
107,Help MocoQueen <help@mocoqueen.com>,"Dear Mariah,  We have updated the delivery address to the correct one as per your request. Please check the updated address to ensure everything is ac",Cancellation,Your order has been canceled as requested. A refund will be issued within 3-5 business days.
108,Help MocoQueen <help@mocoqueen.com>,"Hi Jon,  Thank you so much for reaching out, and I’m really sorry to hear about the discomfort you experienced. 😔 I’m glad to hear you followed the re",Shipping Delay,We apologize for the delay. Your package is in transit and we are monitoring it closely. Thank you for your patience.
109,Help MocoQueen <help@mocoqueen.com>,"Dear Angelina,  Thank you for bringing this matter to our attention, and we sincerely apologize for the inconvenience caused by the issue you have exp",Shipping Delay,We apologize for the delay. Your package is in transit and we are monitoring it closely. Thank you for your patience.
110,Help MocoQueen <help@mocoqueen.com>,"Dear Jennifer,  Thank you so much for your quick reply and for confirming the details! 😊  We have successfully created your replacement order, and the",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
111,Help MocoQueen <help@mocoqueen.com>,"Dear Rhiannon,  I hope you're having a lovely day! 💛 I'm just following up on the email we sent earlier regarding your recent order with us.  As menti",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
112,Help MocoQueen <help@mocoqueen.com>,"Dear Rita,  I hope you’re doing well! 💖  I just wanted to kindly follow up regarding the previous message we sent about your order. As mentioned, the",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
113,Help MocoQueen <help@mocoqueen.com>,"Dear Matthew,  To remove a review from Trustpilot, please follow these steps:     1.     *Log In to Trustpilot*: Visit trustpilot.com and log in to yo",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
114,Help MocoQueen <help@mocoqueen.com>,"Dear Anthony,  Thank you so much for your kind cooperation and for removing the review — we truly appreciate your understanding and support! 💛      -",Shipping Delay,We apologize for the delay. Your package is in transit and we are monitoring it closely. Thank you for your patience.
115,Help MocoQueen <help@mocoqueen.com>,"Dear Amelia,  I hope you’re doing well! 😊  I just wanted to kindly follow up regarding the message we sent earlier. We truly value your feedback and w",Shipping Delay,We apologize for the delay. Your package is in transit and we are monitoring it closely. Thank you for your patience.
116,Help MocoQueen <help@mocoqueen.com>,"Dear Idae,  I hope you’re doing well! 😊  I just wanted to kindly follow up regarding the message we sent earlier. We truly value your feedback and wan",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
117,Help MocoQueen <help@mocoqueen.com>,"Dear Peter,  Thank you for your kind words🫶🏻💗💗  If you are satisfied with our customer service, I would appreciate it if you could take a moment to cl",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
118,Help MocoQueen <help@mocoqueen.com>,"Dear Danny,  Thank you so much for your prompt response and for removing the review! 😊  As promised, here is your coupon code: *131506-Gift*. You can",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
119,Help MocoQueen <help@mocoqueen.com>,"Dear Jonathan,  I hope you’re doing well! 😊  I just wanted to kindly follow up regarding the message we sent earlier. We truly value your feedback and",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
120,Help MocoQueen <help@mocoqueen.com>,"Dear Steven,  Thank you so much for your kind reply! 😊 We truly appreciate your confirmation.  We've now notified our warehouse team to begin preparin",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
121,Help MocoQueen <help@mocoqueen.com>,"Dear Peter,  Thank you so much for your quick response and for confirming your choice 😊  We truly appreciate your understanding, and we’ll go ahead an",Cancellation,Your order has been canceled as requested. A refund will be issued within 3-5 business days.
122,Help MocoQueen <help@mocoqueen.com>,"Hi Sidney,  Thank you for your message!  The lenses have been successfully updated to *Anime Golden Pasture Yellow Costume Contacts (Rx)* as requested",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
123,Help MocoQueen <help@mocoqueen.com>,"Dear Larkin,  Thank you for your prompt response! We have successfully added the lenses you selected to your order. [image: image.png]  We will proces",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
124,Help MocoQueen <help@mocoqueen.com>,"Dear Kelly,  On behalf of our team, I extend our sincerest gratitude to you! Thank you for taking the time to participate in our survey and for expres",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
125,Help MocoQueen <help@mocoqueen.com>,"Dear Levi,  Thank you again for your quick replies and such a lovely attitude — it truly means a lot to us! 💖  If you need anything else or have more",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
126,Help MocoQueen <help@mocoqueen.com>,"Dear Josephine,  Thank you so much for getting back to us so quickly! 😊  We’ve received your selection for the Magic Pop Orange lenses in -4.0 prescri",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
127,Help MocoQueen <help@mocoqueen.com>,"Dear Adunola,  Thank you so much for your reply, and I completely understand your preference for a refund. 💖  After reviewing your order details, I’d",Cancellation,Your order has been canceled as requested. A refund will be issued within 3-5 business days.
128,Help MocoQueen <help@mocoqueen.com>,"Dear Kelly,  Thank you so much for your confirmation! 💛  We’ve gone ahead and notified our warehouse to proceed with your order and arrange shipment a",Cancellation,Your order has been canceled as requested. A refund will be issued within 3-5 business days.
129,Help MocoQueen <help@mocoqueen.com>,"Dear Aaron,  Thank you for confirming the updated address! We’re glad everything is in order now.  Please rest assured that your order will be process",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
130,Help MocoQueen <help@mocoqueen.com>,"Dear YYellowCCock,  Thank you for reaching out to us! 😊  I completely understand your concern about the delivery time. Once an order has been shipped,",Shipping Delay,We apologize for the delay. Your package is in transit and we are monitoring it closely. Thank you for your patience.
131,Help MocoQueen <help@mocoqueen.com>,"Dear Cynthia,  Thank you so much for reaching out to us! 💛  We’re happy to let you know that your order (#136155) has already been shipped, and here i",Shipping Delay,We apologize for the delay. Your package is in transit and we are monitoring it closely. Thank you for your patience.
132,Help MocoQueen <help@mocoqueen.com>,"Dear Cynthia,  Thank you so much for reaching out to us! 💛  We’re happy to let you know that your order (#136155) has already been shipped, and here i",Shipping Delay,We apologize for the delay. Your package is in transit and we are monitoring it closely. Thank you for your patience.
133,Help MocoQueen <help@mocoqueen.com>,"Dear Chelsea,  Thank you for sharing your thoughts with us. I completely understand your frustration regarding the shipping delay, and I sincerely apo",Shipping Delay,We apologize for the delay. Your package is in transit and we are monitoring it closely. Thank you for your patience.
134,Help MocoQueen <help@mocoqueen.com>,"Dear Dylan,  For the return process please see our return refund policy: https://mocoqueen.com/pages/return-exchange-and-cancellation  Return Fee ·Ori",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
135,Help MocoQueen <help@mocoqueen.com>,"Dear Dylan,  For the return process please see our return refund policy: https://mocoqueen.com/pages/return-exchange-and-cancellation  Return Fee ·Ori",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
136,Help MocoQueen <help@mocoqueen.com>,"Dear Lavera,  Thank you so much for your kind confirmation! 😊 We’re truly grateful for your understanding and for giving us the opportunity to make th",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
137,Help MocoQueen <help@mocoqueen.com>,"Dear Sabrina,  You're very welcome! 😊 And no worries at all — mistakes like that happen to the best of us. Thank you for letting us know!  We’ve noted",Shipping Delay,We apologize for the delay. Your package is in transit and we are monitoring it closely. Thank you for your patience.
138,Help MocoQueen <help@mocoqueen.com>,"Dear Isabelle,  Thank you for reaching out! 😊  We wanted to let you know that your order *#134406* was shipped on *May 13th*. You can track your packa",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
139,Help MocoQueen <help@mocoqueen.com>,"Dear Chelsea,  Thank you for reaching out regarding your order. I apologize for the inconvenience caused by the delay in your shipment.  We have revie",Shipping Delay,We apologize for the delay. Your package is in transit and we are monitoring it closely. Thank you for your patience.
140,Help MocoQueen <help@mocoqueen.com>,"Dear •Royale,  Thank you so much for your reply, and we truly appreciate your patience throughout this process. 💛  We’ve checked your tracking informa",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
141,Help MocoQueen <help@mocoqueen.com>,"Dear Rafael,  Thank you for reaching out regarding your order. I apologize for the inconvenience caused by the delay in your shipment.  We have review",Shipping Delay,We apologize for the delay. Your package is in transit and we are monitoring it closely. Thank you for your patience.
142,Help MocoQueen <help@mocoqueen.com>,"Dear Marilyn, Thank you for ordering our products.We have checked your *order number 135601 *and found that the shipment has been returned to our ware",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
143,Help MocoQueen <help@mocoqueen.com>,"Dear Riahna,  Thank you so much for your reply and for providing the additional information. 💛  We’ve carefully searched again using both the email ad",Shipping Delay,We apologize for the delay. Your package is in transit and we are monitoring it closely. Thank you for your patience.
144,Help MocoQueen <help@mocoqueen.com>,"Dear Nicholas,  We have processed a refund for your order. The refund will be credited back to the original payment method used for your purchase.  Ty",Cancellation,Your order has been canceled as requested. A refund will be issued within 3-5 business days.
145,Help MocoQueen <help@mocoqueen.com>,"Dear Nicola,  We have updated the delivery address to the correct one as per your request. Please check the updated address to ensure everything is ac",Cancellation,Your order has been canceled as requested. A refund will be issued within 3-5 business days.
146,Help MocoQueen <help@mocoqueen.com>,"Dear David,  We have processed a refund for your order. The refund will be credited back to the original payment method used for your purchase.  Typic",Cancellation,Your order has been canceled as requested. A refund will be issued within 3-5 business days.
147,Help MocoQueen <help@mocoqueen.com>,"Dear Millie,  We apologize for the inconvenience you're experiencing with one of our contact lenses. We're here to help resolve the issue.  To address",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
148,Help MocoQueen <help@mocoqueen.com>,"Dear Micaiah,  Thank you for reaching out to us.Your inquiry has been addressed in the email we sent previously.  Please check your inbox for our resp",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
149,Help MocoQueen <help@mocoqueen.com>,"Dear Micaiah,  Thank you so much for your kind response! 😊 We really appreciate your understanding.  It seems there might have been a bit of a misunde",Cancellation,Your order has been canceled as requested. A refund will be issued within 3-5 business days.
150,Help MocoQueen <help@mocoqueen.com>,"Dear Micaiah,  Thank you so much for your prompt response! 😊  We completely understand your preference for a refund. Regarding the returned package, w",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
151,Help MocoQueen <help@mocoqueen.com>,"Dear Micaiah, Thank you for ordering our products.We have checked your *order number * *132089*  and found that the shipment has been returned to our",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
152,Help MocoQueen <help@mocoqueen.com>,"Dear Damien,  Thank you for bringing the issue with your order to our attention. We appreciate your email.  Have you opened the lens box packaging? If",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
153,Help MocoQueen <help@mocoqueen.com>,"Dear Amaris, Thank you for ordering our products.We have checked your *order number 134215 *and found that the shipment has been returned to our wareh",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
154,Help MocoQueen <help@mocoqueen.com>,"Dear Ryder,  We have processed a refund for your order. The refund will be credited back to the original payment method used for your purchase.  Typic",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
155,Help MocoQueen <help@mocoqueen.com>,"Dear Ryder,  We have processed a refund for your order. The refund will be credited back to the original payment method used for your purchase.  Typic",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
156,Help MocoQueen <help@mocoqueen.com>,"Dear Tristin,  We have processed a refund for your order. The refund will be credited back to the original payment method used for your purchase.  Typ",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
157,Help MocoQueen <help@mocoqueen.com>,"Dear Chance,  Thank you for bringing this matter to our attention, and we sincerely apologize for the inconvenience caused by the issue you have exper",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
158,Help MocoQueen <help@mocoqueen.com>,"Dear Carlos,  Thank you so much for your message! 😊  The coupon code *133617-Return* will be valid for *3 months* from the date it was issued, so you’",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
159,Help MocoQueen <help@mocoqueen.com>,"Hello Jade,  Thank you for reaching out to us. We understand that the 22mm sclera lens may be a bit challenging to wear due to its larger diameter and",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
160,Help MocoQueen <help@mocoqueen.com>,"Dear Brittany,  Thank you so much for the update! 😊 We're glad to hear you've decided to keep the lenses — we hope they’ll still come in handy for a f",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
161,Help MocoQueen <help@mocoqueen.com>,"Dear Samantha,  For the return process please see our return refund policy: https://mocoqueen.com/pages/return-exchange-and-cancellation  Return Fee ·",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
162,Help MocoQueen <help@mocoqueen.com>,"Dear Mimi,  Thank you for bringing this matter to our attention, and we sincerely apologize for the inconvenience caused by the issue you have experie",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
163,Help MocoQueen <help@mocoqueen.com>,"Dear Salinna,  Thank you very much for your email and letting us know about your problem. Regarding the items you wish to return, we fully understand",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
164,Help MocoQueen <help@mocoqueen.com>,"Dear Ellie,  Thank you so much for your decision to retain your order with us. We greatly appreciate your understanding and continued support!  As a t",Cancellation,Your order has been canceled as requested. A refund will be issued within 3-5 business days.
165,Help MocoQueen <help@mocoqueen.com>,"Dear Rita,  Thank you so much for reaching out to us and sharing your prescription! 😊  After carefully reviewing your attached prescription, we notice",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
166,Help MocoQueen <help@mocoqueen.com>,"Dear Ruben,  We have updated the delivery address to the correct one as per your request. Please check the updated address to ensure everything is acc",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
167,Help MocoQueen <help@mocoqueen.com>,"Dear Sydni,  We have processed a refund for your order. The refund will be credited back to the original payment method used for your purchase.  Typic",Cancellation,Your order has been canceled as requested. A refund will be issued within 3-5 business days.
168,Help MocoQueen <help@mocoqueen.com>,"Dear Allen,  Thank you very much for your update! 💛 We truly appreciate you taking the time to send the item back and for letting us know.  Just to cl",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
169,Help MocoQueen <help@mocoqueen.com>,"Dear Chrystyne,  Thank you so much for your decision to retain your order with us. We greatly appreciate your understanding and continued support!  As",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
170,Help MocoQueen <help@mocoqueen.com>,"Dear Melissa,  Thank you for your understanding🫶🏻💗  If you are satisfied with our customer service, I would appreciate it if you could take a moment t",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
171,Help MocoQueen <help@mocoqueen.com>,"Dear Candace,  Thank you for bringing this matter to our attention, and we sincerely apologize for the inconvenience caused by the issue you have expe",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
172,Help MocoQueen <help@mocoqueen.com>,"Dear Isabela,  Thank you so much for reaching out to us! 😊 I completely understand how important it is to have your contacts in time for your upcoming",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
173,Help MocoQueen <help@mocoqueen.com>,"Dear Nee,  We have processed a refund for your order. The refund will be credited back to the original payment method used for your purchase.  Typical",Cancellation,Your order has been canceled as requested. A refund will be issued within 3-5 business days.
174,Help MocoQueen <help@mocoqueen.com>,"Dear Chelsea,  Thank you for sharing your feedback with us. I truly understand your disappointment regarding the delay, and I am sincerely sorry for t",Shipping Delay,We apologize for the delay. Your package is in transit and we are monitoring it closely. Thank you for your patience.
175,Help MocoQueen <help@mocoqueen.com>,"Dear Fred,  Thank you for reaching out to us! 😊  I understand your concern, and I’d like to reassure you that the ""Awaiting Fulfillment"" status is com",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
176,Help MocoQueen <help@mocoqueen.com>,"Dear Dajia,  Good morning, and thank you so much for reaching out. I’m truly sorry to hear about the delay with your order, and I completely understan",Shipping Delay,We apologize for the delay. Your package is in transit and we are monitoring it closely. Thank you for your patience.
177,Help MocoQueen <help@mocoqueen.com>,"Dear Aleia,  Thank you for bringing this matter to our attention, and we sincerely apologize for the inconvenience caused by the issue you have experi",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
178,Help MocoQueen <help@mocoqueen.com>,"Dear Michael,  I sincerely apologize for the mistake earlier — it looks like we accidentally sent you the wrong attachment. 😔  Please find the correct",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
179,Help MocoQueen <help@mocoqueen.com>,"Dear Leah,  Thank you for reaching out to us, and I'm truly sorry to hear that you haven’t received your package even though the tracking shows it was",General Inquiry,Thank you for reaching out. We will review your message and respond shortly.
180,Help MocoQueen <help@mocoqueen.com>,"Dear Sarah,  Thank you so much for getting back to us, and we truly appreciate your patience and understanding throughout this process.  We completely",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
181,Help MocoQueen <help@mocoqueen.com>,"Dear Felix,  Thank you for your message and for providing the photos of the damaged lens. 🙏  After reviewing the images you shared, it seems that the",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
182,Help MocoQueen <help@mocoqueen.com>,"Dear Spiff, Thank you for ordering our products.We have checked your *order number 133667 *and found that the shipment has been returned to our wareho",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
183,Help MocoQueen <help@mocoqueen.com>,"Dear Amberly,  Thank you so much for your decision to retain your order with us. We greatly appreciate your understanding and continued support!  As a",Return Request,"Hello, please return the unopened package to the following address via USPS First Class: Name: MocoQueen, Address: 20855 Ventura Blvd Ste 10AC, City: Woodland Hills, CA, Zip: 91364-0830, Country: USA. Please send us the tracking number once shipped. Refund will be processed after we receive and inspect the package. Original shipping cost is non-refundable, and return shipping is the customer's responsibility. More info: https://mocoqueen.com/pages/return-exchange-and-cancellation"
184,Help MocoQueen <help@mocoqueen.com>,"Dear Mashaya,  Thank you for reaching out regarding your order. I apologize for the inconvenience caused by the delay in your shipment.  We have revie",Shipping Delay,We apologize for the delay. Your package is in transit and we are monitoring it closely. Thank you for your patience.
